,Precision,Recall,F1,Support
astro-ph.CO,0.49282296650717705,0.4681818181818182,0.4801864801864802,220.0
astro-ph.EP,0.6842105263157895,0.6709677419354839,0.6775244299674267,155.0
astro-ph.GA,0.528169014084507,0.4411764705882353,0.4807692307692308,170.0
astro-ph.HE,0.6275510204081632,0.5418502202643172,0.5815602836879432,227.0
astro-ph.IM,0.5144230769230769,0.5691489361702128,0.5404040404040404,188.0
astro-ph.SR,0.592375366568915,0.7214285714285714,0.6505636070853462,280.0
cond-mat.dis-nn,0.42857142857142855,0.15,0.2222222222222222,100.0
cond-mat.mes-hall,0.5097001763668431,0.533210332103321,0.521190261496844,542.0
cond-mat.mtrl-sci,0.501002004008016,0.589622641509434,0.5417118093174431,424.0
cond-mat.other,0.3333333333333333,0.014705882352941176,0.028169014084507043,68.0
cond-mat.quant-gas,0.5496688741721855,0.5804195804195804,0.564625850340136,143.0
cond-mat.soft,0.44609665427509293,0.5063291139240507,0.4743083003952569,237.0
cond-mat.stat-mech,0.35694050991501414,0.4300341296928328,0.39009287925696595,293.0
cond-mat.str-el,0.47509578544061304,0.42758620689655175,0.4500907441016334,290.0
cond-mat.supr-con,0.5578231292517006,0.47953216374269003,0.5157232704402516,171.0
cs.AI,0.37446808510638296,0.29333333333333333,0.32897196261682243,300.0
cs.AR,0.40540540540540543,0.39473684210526316,0.4,38.0
cs.CC,0.38461538461538464,0.2564102564102564,0.3076923076923077,39.0
cs.CE,0.23529411764705882,0.0784313725490196,0.11764705882352941,51.0
cs.CG,0.1,0.08333333333333333,0.09090909090909091,24.0
cs.CL,0.7023959646910467,0.7466487935656837,0.723846653671215,746.0
cs.CR,0.6387832699619772,0.610909090909091,0.6245353159851301,275.0
cs.CV,0.6986496090973703,0.7889245585874799,0.7410478703354693,1246.0
cs.CY,0.3333333333333333,0.3829787234042553,0.3564356435643564,141.0
cs.DB,0.44,0.4520547945205479,0.44594594594594594,73.0
cs.DC,0.4759036144578313,0.48466257668711654,0.48024316109422494,163.0
cs.DL,0.56,0.5384615384615384,0.5490196078431373,52.0
cs.DM,0.0,0.0,0.0,37.0
cs.DS,0.325,0.4,0.3586206896551724,65.0
cs.ET,0.47368421052631576,0.2571428571428571,0.3333333333333333,35.0
cs.FL,0.75,0.23076923076923078,0.35294117647058826,26.0
cs.GL,0.0,0.0,0.0,5.0
cs.GR,0.29411764705882354,0.1388888888888889,0.18867924528301888,36.0
cs.GT,0.47368421052631576,0.6338028169014085,0.5421686746987951,71.0
cs.HC,0.5033112582781457,0.5170068027210885,0.5100671140939598,147.0
cs.IR,0.5,0.375,0.42857142857142855,136.0
