,Precision,Recall,F1,Support
astro-ph.CO,0.5251141552511416,0.5227272727272727,0.5239179954441914,220.0
astro-ph.EP,0.7222222222222222,0.6709677419354839,0.6956521739130435,155.0
astro-ph.GA,0.5815602836879432,0.4823529411764706,0.5273311897106109,170.0
astro-ph.HE,0.6424870466321243,0.5462555066079295,0.5904761904761905,227.0
astro-ph.IM,0.5445544554455446,0.5851063829787234,0.5641025641025641,188.0
astro-ph.SR,0.638235294117647,0.775,0.7,280.0
cond-mat.dis-nn,0.43243243243243246,0.16,0.23357664233576642,100.0
cond-mat.mes-hall,0.5264054514480409,0.5701107011070111,0.5473870682019486,542.0
cond-mat.mtrl-sci,0.5195071868583162,0.5966981132075472,0.5554335894621295,424.0
cond-mat.other,0.25,0.014705882352941176,0.027777777777777776,68.0
cond-mat.quant-gas,0.5405405405405406,0.5594405594405595,0.5498281786941581,143.0
cond-mat.soft,0.4828897338403042,0.5358649789029536,0.508,237.0
cond-mat.stat-mech,0.3778409090909091,0.4539249146757679,0.4124031007751938,293.0
cond-mat.str-el,0.5343511450381679,0.4827586206896552,0.5072463768115942,290.0
cond-mat.supr-con,0.6319444444444444,0.5321637426900585,0.5777777777777777,171.0
cs.AI,0.37446808510638296,0.29333333333333333,0.32897196261682243,300.0
cs.AR,0.38636363636363635,0.4473684210526316,0.4146341463414634,38.0
cs.CC,0.391304347826087,0.23076923076923078,0.2903225806451613,39.0
cs.CE,0.25,0.058823529411764705,0.09523809523809523,51.0
cs.CG,0.23529411764705882,0.16666666666666666,0.1951219512195122,24.0
cs.CL,0.7081761006289308,0.7546916890080428,0.7306943543153797,746.0
cs.CR,0.6428571428571429,0.6218181818181818,0.6321626617375231,275.0
cs.CV,0.7045614035087719,0.8057784911717496,0.7517783601647323,1246.0
cs.CY,0.3522012578616352,0.3971631205673759,0.37333333333333335,141.0
cs.DB,0.43283582089552236,0.3972602739726027,0.4142857142857143,73.0
cs.DC,0.5477707006369427,0.5276073619631901,0.5375,163.0
cs.DL,0.5952380952380952,0.4807692307692308,0.5319148936170213,52.0
cs.DM,0.0,0.0,0.0,37.0
cs.DS,0.32558139534883723,0.4307692307692308,0.3708609271523179,65.0
cs.ET,0.47368421052631576,0.2571428571428571,0.3333333333333333,35.0
cs.FL,0.9,0.34615384615384615,0.5,26.0
