,Precision,Recall,F1,Support
astro-ph.CO,0.4666666666666667,0.44545454545454544,0.4558139534883721,220.0
astro-ph.EP,0.643312101910828,0.6516129032258065,0.6474358974358975,155.0
astro-ph.GA,0.5136986301369864,0.4411764705882353,0.47468354430379744,170.0
astro-ph.HE,0.6080402010050251,0.5330396475770925,0.568075117370892,227.0
astro-ph.IM,0.46859903381642515,0.5159574468085106,0.4911392405063291,188.0
astro-ph.SR,0.5492957746478874,0.6964285714285714,0.6141732283464567,280.0
cond-mat.dis-nn,0.4583333333333333,0.11,0.1774193548387097,100.0
cond-mat.mes-hall,0.4943820224719101,0.5682656826568265,0.5287553648068669,542.0
cond-mat.mtrl-sci,0.47657841140529533,0.5518867924528302,0.5114754098360655,424.0
cond-mat.other,0.5,0.014705882352941176,0.02857142857142857,68.0
cond-mat.quant-gas,0.5379746835443038,0.5944055944055944,0.5647840531561462,143.0
cond-mat.soft,0.40217391304347827,0.46835443037974683,0.4327485380116959,237.0
cond-mat.stat-mech,0.3418079096045198,0.4129692832764505,0.3740340030911901,293.0
cond-mat.str-el,0.4936708860759494,0.40344827586206894,0.444022770398482,290.0
cond-mat.supr-con,0.5035971223021583,0.4093567251461988,0.45161290322580644,171.0
cs.AI,0.38738738738738737,0.2866666666666667,0.32950191570881227,300.0
cs.AR,0.32,0.42105263157894735,0.36363636363636365,38.0
cs.CC,0.36,0.23076923076923078,0.28125,39.0
cs.CE,0.2,0.0784313725490196,0.11267605633802817,51.0
cs.CG,0.2,0.125,0.15384615384615385,24.0
cs.CL,0.6764346764346765,0.7426273458445041,0.7079872204472843,746.0
cs.CR,0.6222222222222222,0.610909090909091,0.6165137614678899,275.0
cs.CV,0.680448493342677,0.7792937399678973,0.7265245043022821,1246.0
cs.CY,0.32919254658385094,0.375886524822695,0.3509933774834437,141.0
cs.DB,0.37333333333333335,0.3835616438356164,0.3783783783783784,73.0
cs.DC,0.4625,0.4539877300613497,0.4582043343653251,163.0
cs.DL,0.46938775510204084,0.4423076923076923,0.45544554455445546,52.0
cs.DM,0.0,0.0,0.0,37.0
cs.DS,0.3424657534246575,0.38461538461538464,0.36231884057971014,65.0
cs.ET,0.5625,0.2571428571428571,0.35294117647058826,35.0
cs.FL,0.5333333333333333,0.3076923076923077,0.3902439024390244,26.0
cs.GL,0.0,0.0,0.0,5.0
cs.GR,0.21052631578947367,0.1111111111111111,0.14545454545454545,36.0
cs.GT,0.43902439024390244,0.5070422535211268,0.47058823529411764,71.0
cs.HC,0.47530864197530864,0.5238095238095238,0.49838187702265374,147.0
cs.IR,0.44660194174757284,0.3382352941176471,0.38493723849372385,136.0
cs.IT,0.6682464454976303,0.6438356164383562,0.6558139534883721,438.0
cs.LG,0.476551724137931,0.6398148148148148,0.5462450592885375,1080.0
