,Precision,Recall,F1,Support
astro-ph.CO,0.5119617224880383,0.4863636363636364,0.4988344988344988,220.0
astro-ph.EP,0.7189542483660131,0.7096774193548387,0.7142857142857143,155.0
astro-ph.GA,0.6102941176470589,0.48823529411764705,0.5424836601307189,170.0
astro-ph.HE,0.6736842105263158,0.5638766519823789,0.6139088729016786,227.0
astro-ph.IM,0.541871921182266,0.5851063829787234,0.5626598465473146,188.0
astro-ph.SR,0.6202898550724638,0.7642857142857142,0.6848,280.0
cond-mat.dis-nn,0.41379310344827586,0.12,0.18604651162790697,100.0
cond-mat.mes-hall,0.5380434782608695,0.5479704797047971,0.5429616087751371,542.0
cond-mat.mtrl-sci,0.49514563106796117,0.6014150943396226,0.5431309904153354,424.0
cond-mat.other,0.3333333333333333,0.014705882352941176,0.028169014084507043,68.0
cond-mat.quant-gas,0.527027027027027,0.5454545454545454,0.5360824742268041,143.0
cond-mat.soft,0.4632352941176471,0.5316455696202531,0.4950884086444008,237.0
cond-mat.stat-mech,0.36752136752136755,0.4402730375426621,0.40062111801242234,293.0
cond-mat.str-el,0.5390625,0.47586206896551725,0.5054945054945055,290.0
cond-mat.supr-con,0.6178343949044586,0.5672514619883041,0.5914634146341463,171.0
cs.AI,0.363265306122449,0.2966666666666667,0.326605504587156,300.0
cs.AR,0.35135135135135137,0.34210526315789475,0.3466666666666667,38.0
cs.CC,0.391304347826087,0.23076923076923078,0.2903225806451613,39.0
cs.CE,0.1875,0.058823529411764705,0.08955223880597014,51.0
cs.CG,0.17647058823529413,0.125,0.14634146341463414,24.0
cs.CL,0.7080820265379976,0.7868632707774799,0.7453968253968254,746.0
cs.CR,0.6477272727272727,0.6218181818181818,0.634508348794063,275.0
cs.CV,0.7019027484143763,0.7993579454253612,0.7474671669793621,1246.0
cs.CY,0.3333333333333333,0.3617021276595745,0.3469387755102041,141.0
cs.DB,0.47058823529411764,0.4383561643835616,0.45390070921985815,73.0
cs.DC,0.503030303030303,0.50920245398773,0.5060975609756098,163.0
cs.DL,0.5531914893617021,0.5,0.5252525252525253,52.0
cs.DM,0.0,0.0,0.0,37.0
cs.DS,0.325,0.4,0.3586206896551724,65.0
cs.ET,0.5,0.2571428571428571,0.33962264150943394,35.0
cs.FL,0.75,0.34615384615384615,0.47368421052631576,26.0
cs.GL,0.0,0.0,0.0,5.0
cs.GR,0.38461538461538464,0.2777777777777778,0.3225806451612903,36.0
cs.GT,0.47126436781609193,0.5774647887323944,0.5189873417721519,71.0
cs.HC,0.5,0.5510204081632653,0.5242718446601942,147.0
cs.IR,0.4803921568627451,0.3602941176470588,0.4117647058823529,136.0
cs.IT,0.6973365617433414,0.6575342465753424,0.6768507638072856,438.0
cs.LG,0.4971139971139971,0.637962962962963,0.5587996755879967,1080.0
cs.LO,0.4726027397260274,0.575,0.518796992481203,120.0
cs.MA,0.4166666666666667,0.15625,0.22727272727272727,32.0
cs.MM,0.6,0.07894736842105263,0.13953488372093023,38.0
cs.MS,0.0,0.0,0.0,10.0
cs.NA,0.0,0.0,0.0,11.0
cs.NE,0.44,0.2894736842105263,0.3492063492063492,76.0
cs.NI,0.5131578947368421,0.609375,0.5571428571428572,192.0
cs.OH,0.0,0.0,0.0,27.0
cs.OS,0.0,0.0,0.0,6.0
cs.PF,0.0,0.0,0.0,18.0
cs.PL,0.4418604651162791,0.3958333333333333,0.4175824175824176,48.0
cs.RO,0.673469387755102,0.6875,0.6804123711340206,336.0
cs.SC,0.0,0.0,0.0,11.0
cs.SD,0.43333333333333335,0.2826086956521739,0.34210526315789475,92.0
cs.SE,0.49743589743589745,0.5480225988700564,0.521505376344086,177.0
cs.SI,0.4224137931034483,0.3798449612403101,0.4,129.0
cs.SY,0.4,0.06666666666666667,0.11428571428571428,60.0
econ.EM,0.19047619047619047,0.10256410256410256,0.13333333333333333,39.0
econ.GN,0.3076923076923077,0.3076923076923077,0.3076923076923077,39.0
econ.TH,0.1875,0.1875,0.1875,16.0
eess.AS,0.4782608695652174,0.4230769230769231,0.4489795918367347,78.0
eess.IV,0.5476190476190477,0.33014354066985646,0.41194029850746267,209.0
eess.SP,0.32515337423312884,0.26903553299492383,0.29444444444444445,197.0
eess.SY,0.45365853658536587,0.4626865671641791,0.458128078817734,201.0
gr-qc,0.6412825651302605,0.6896551724137931,0.6645898234683282,464.0
hep-ex,0.5128205128205128,0.5194805194805194,0.5161290322580645,77.0
hep-lat,0.525,0.5384615384615384,0.5316455696202531,78.0
hep-ph,0.5980629539951574,0.6301020408163265,0.613664596273292,392.0
hep-th,0.54,0.5192307692307693,0.5294117647058824,364.0
math-ph,0.2,0.15639810426540285,0.17553191489361702,211.0
math.AC,0.6,0.42857142857142855,0.5,56.0
math.AG,0.5382165605095541,0.6575875486381323,0.5919439579684763,257.0
math.AP,0.5045045045045045,0.6176470588235294,0.5553719008264463,272.0
math.AT,0.39473684210526316,0.21428571428571427,0.2777777777777778,70.0
math.CA,0.37333333333333335,0.3010752688172043,0.3333333333333333,93.0
math.CO,0.471875,0.6536796536796536,0.5480943738656987,231.0
math.CT,0.47619047619047616,0.5263157894736842,0.5,38.0
math.CV,0.3409090909090909,0.23809523809523808,0.2803738317757009,63.0
math.DG,0.5584415584415584,0.6972972972972973,0.6201923076923077,185.0
math.DS,0.453125,0.41232227488151657,0.4317617866004963,211.0
math.FA,0.4380952380952381,0.42201834862385323,0.42990654205607476,109.0
math.GM,0.0,0.0,0.0,25.0
math.GN,0.375,0.1875,0.25,16.0
math.GR,0.5168539325842697,0.5822784810126582,0.5476190476190477,79.0
math.GT,0.5461538461538461,0.5419847328244275,0.5440613026819924,131.0
math.HO,0.17142857142857143,0.2222222222222222,0.1935483870967742,27.0
math.KT,1.0,0.1,0.18181818181818182,20.0
math.LO,0.3684210526315789,0.3442622950819672,0.3559322033898305,61.0
math.MG,0.42424242424242425,0.28,0.3373493975903614,50.0
math.NA,0.5318471337579618,0.6162361623616236,0.5709401709401709,271.0
math.NT,0.48214285714285715,0.574468085106383,0.5242718446601942,188.0
math.OA,0.5,0.3170731707317073,0.3880597014925373,41.0
math.OC,0.44329896907216493,0.5058823529411764,0.4725274725274725,340.0
math.PR,0.4943820224719101,0.559322033898305,0.5248508946322068,236.0
math.QA,0.26229508196721313,0.32,0.2882882882882883,50.0
math.RA,0.36486486486486486,0.3253012048192771,0.34394904458598724,83.0
math.RT,0.4625,0.37,0.4111111111111111,100.0
math.SG,0.35714285714285715,0.1388888888888889,0.2,36.0
math.SP,0.4444444444444444,0.25806451612903225,0.32653061224489793,31.0
math.ST,0.48214285714285715,0.432,0.45569620253164556,125.0
nlin.AO,0.3333333333333333,0.12,0.17647058823529413,25.0
nlin.CD,0.3333333333333333,0.17647058823529413,0.23076923076923078,51.0
nlin.CG,0.0,0.0,0.0,7.0
nlin.PS,0.375,0.3870967741935484,0.38095238095238093,31.0
nlin.SI,0.6538461538461539,0.3541666666666667,0.4594594594594595,48.0
nucl-ex,0.32,0.2962962962962963,0.3076923076923077,27.0
nucl-th,0.5426356589147286,0.5303030303030303,0.5363984674329502,132.0
physics.acc-ph,0.55,0.559322033898305,0.5546218487394958,59.0
physics.ao-ph,0.5454545454545454,0.391304347826087,0.45569620253164556,46.0
physics.app-ph,0.3269230769230769,0.17,0.2236842105263158,100.0
physics.atm-clus,1.0,0.1,0.18181818181818182,10.0
physics.atom-ph,0.37333333333333335,0.3888888888888889,0.38095238095238093,72.0
physics.bio-ph,0.17142857142857143,0.11538461538461539,0.13793103448275862,52.0
physics.chem-ph,0.4782608695652174,0.32673267326732675,0.38823529411764707,101.0
physics.class-ph,0.34210526315789475,0.25,0.28888888888888886,52.0
physics.comp-ph,0.13157894736842105,0.06666666666666667,0.08849557522123894,75.0
physics.data-an,0.125,0.037037037037037035,0.05714285714285714,27.0
physics.ed-ph,0.5,0.45161290322580644,0.4745762711864407,31.0
physics.flu-dyn,0.45652173913043476,0.5526315789473685,0.5,190.0
physics.gen-ph,0.2765957446808511,0.16883116883116883,0.20967741935483872,77.0
