,Precision,Recall,F1,Support
astro-ph.CO,0.5,0.4727272727272727,0.48598130841121495,220.0
astro-ph.EP,0.7062937062937062,0.6516129032258065,0.6778523489932886,155.0
astro-ph.GA,0.5813953488372093,0.4411764705882353,0.5016722408026756,170.0
astro-ph.HE,0.6298076923076923,0.5770925110132159,0.6022988505747127,227.0
astro-ph.IM,0.5217391304347826,0.574468085106383,0.5468354430379747,188.0
astro-ph.SR,0.6160714285714286,0.7392857142857143,0.672077922077922,280.0
cond-mat.dis-nn,0.39473684210526316,0.15,0.21739130434782608,100.0
cond-mat.mes-hall,0.5147826086956522,0.5461254612546126,0.5299910474485229,542.0
cond-mat.mtrl-sci,0.486815415821501,0.5660377358490566,0.5234460196292258,424.0
cond-mat.other,0.5,0.014705882352941176,0.02857142857142857,68.0
cond-mat.quant-gas,0.538961038961039,0.5804195804195804,0.5589225589225589,143.0
cond-mat.soft,0.44912280701754387,0.540084388185654,0.4904214559386973,237.0
cond-mat.stat-mech,0.3620178041543027,0.41638225255972694,0.3873015873015873,293.0
cond-mat.str-el,0.4899598393574297,0.4206896551724138,0.45269016697588127,290.0
cond-mat.supr-con,0.564625850340136,0.4853801169590643,0.5220125786163522,171.0
cs.AI,0.35864978902953587,0.2833333333333333,0.3165735567970205,300.0
cs.AR,0.3888888888888889,0.3684210526315789,0.3783783783783784,38.0
cs.CC,0.3225806451612903,0.2564102564102564,0.2857142857142857,39.0
cs.CE,0.17647058823529413,0.058823529411764705,0.08823529411764706,51.0
cs.CG,0.1111111111111111,0.08333333333333333,0.09523809523809523,24.0
cs.CL,0.7030075187969925,0.7520107238605898,0.7266839378238342,746.0
cs.CR,0.6222222222222222,0.610909090909091,0.6165137614678899,275.0
cs.CV,0.6881569726699369,0.7881219903691814,0.7347549569771792,1246.0
cs.CY,0.32894736842105265,0.3546099290780142,0.3412969283276451,141.0
cs.DB,0.3924050632911392,0.4246575342465753,0.40789473684210525,73.0
cs.DC,0.49696969696969695,0.5030674846625767,0.5,163.0
cs.DL,0.5,0.5192307692307693,0.5094339622641509,52.0
cs.DM,0.1,0.02702702702702703,0.0425531914893617,37.0
cs.DS,0.34177215189873417,0.4153846153846154,0.375,65.0
cs.ET,0.6428571428571429,0.2571428571428571,0.3673469387755102,35.0
cs.FL,0.6363636363636364,0.2692307692307692,0.3783783783783784,26.0
cs.GL,0.0,0.0,0.0,5.0
cs.GR,0.375,0.25,0.3,36.0
cs.GT,0.48314606741573035,0.6056338028169014,0.5375,71.0
cs.HC,0.4805194805194805,0.5034013605442177,0.49169435215946844,147.0
cs.IR,0.4574468085106383,0.3161764705882353,0.3739130434782609,136.0
cs.IT,0.6768867924528302,0.6552511415525114,0.665893271461717,438.0
cs.LG,0.49326718639262934,0.6444444444444445,0.5588117221999197,1080.0
cs.LO,0.4375,0.525,0.4772727272727273,120.0
cs.MA,0.5,0.15625,0.23809523809523808,32.0
cs.MM,0.6666666666666666,0.10526315789473684,0.18181818181818182,38.0
cs.MS,0.0,0.0,0.0,10.0
cs.NA,0.0,0.0,0.0,11.0
cs.NE,0.4074074074074074,0.2894736842105263,0.3384615384615385,76.0
cs.NI,0.4811320754716981,0.53125,0.504950495049505,192.0
cs.OH,0.0,0.0,0.0,27.0
cs.OS,0.0,0.0,0.0,6.0
cs.PF,0.0,0.0,0.0,18.0
cs.PL,0.4594594594594595,0.3541666666666667,0.4,48.0
cs.RO,0.659942363112392,0.6815476190476191,0.6705710102489019,336.0
cs.SC,0.0,0.0,0.0,11.0
cs.SD,0.3584905660377358,0.20652173913043478,0.2620689655172414,92.0
cs.SE,0.46,0.519774011299435,0.4880636604774536,177.0
cs.SI,0.40350877192982454,0.35658914728682173,0.3786008230452675,129.0
cs.SY,0.4444444444444444,0.06666666666666667,0.11594202898550725,60.0
econ.EM,0.23529411764705882,0.10256410256410256,0.14285714285714285,39.0
econ.GN,0.2926829268292683,0.3076923076923077,0.3,39.0
econ.TH,0.15,0.1875,0.16666666666666666,16.0
eess.AS,0.4626865671641791,0.3974358974358974,0.42758620689655175,78.0
eess.IV,0.5153846153846153,0.32057416267942584,0.3952802359882006,209.0
eess.SP,0.32919254658385094,0.26903553299492383,0.29608938547486036,197.0
eess.SY,0.45,0.44776119402985076,0.4488778054862843,201.0
gr-qc,0.6308316430020284,0.6702586206896551,0.6499477533960293,464.0
hep-ex,0.6,0.5844155844155844,0.5921052631578947,77.0
hep-lat,0.45121951219512196,0.47435897435897434,0.4625,78.0
hep-ph,0.6059850374064838,0.6198979591836735,0.6128625472887768,392.0
hep-th,0.5081967213114754,0.510989010989011,0.5095890410958904,364.0
math-ph,0.2,0.15639810426540285,0.17553191489361702,211.0
math.AC,0.4909090909090909,0.48214285714285715,0.4864864864864865,56.0
math.AG,0.5294117647058824,0.6303501945525292,0.5754884547069272,257.0
math.AP,0.4767123287671233,0.6397058823529411,0.5463108320251178,272.0
math.AT,0.3076923076923077,0.17142857142857143,0.22018348623853212,70.0
math.CA,0.34210526315789475,0.27956989247311825,0.3076923076923077,93.0
math.CO,0.4919614147909968,0.6623376623376623,0.5645756457564576,231.0
math.CT,0.4,0.47368421052631576,0.43373493975903615,38.0
math.CV,0.28125,0.14285714285714285,0.18947368421052632,63.0
math.DG,0.5521739130434783,0.6864864864864865,0.6120481927710844,185.0
math.DS,0.4594594594594595,0.4028436018957346,0.4292929292929293,211.0
math.FA,0.4396551724137931,0.46788990825688076,0.4533333333333333,109.0
math.GM,0.0,0.0,0.0,25.0
math.GN,0.2857142857142857,0.125,0.17391304347826086,16.0
math.GR,0.5168539325842697,0.5822784810126582,0.5476190476190477,79.0
math.GT,0.5416666666666666,0.4961832061068702,0.5179282868525896,131.0
math.HO,0.15151515151515152,0.18518518518518517,0.16666666666666666,27.0
math.KT,1.0,0.1,0.18181818181818182,20.0
math.LO,0.3235294117647059,0.36065573770491804,0.34108527131782945,61.0
math.MG,0.41935483870967744,0.26,0.32098765432098764,50.0
math.NA,0.5216049382716049,0.6236162361623616,0.5680672268907563,271.0
math.NT,0.4732142857142857,0.5638297872340425,0.5145631067961165,188.0
math.OA,0.5714285714285714,0.3902439024390244,0.463768115942029,41.0
math.OC,0.44776119402985076,0.5294117647058824,0.48517520215633425,340.0
math.PR,0.4981684981684982,0.576271186440678,0.5343811394891945,236.0
math.QA,0.21818181818181817,0.24,0.22857142857142856,50.0
math.RA,0.3492063492063492,0.26506024096385544,0.3013698630136986,83.0
math.RT,0.5189873417721519,0.41,0.4581005586592179,100.0
math.SG,0.15384615384615385,0.05555555555555555,0.08163265306122448,36.0
math.SP,0.4375,0.22580645161290322,0.2978723404255319,31.0
math.ST,0.4426229508196721,0.432,0.43724696356275305,125.0
nlin.AO,0.29411764705882354,0.2,0.23809523809523808,25.0
nlin.CD,0.3448275862068966,0.19607843137254902,0.25,51.0
nlin.CG,0.0,0.0,0.0,7.0
nlin.PS,0.3684210526315789,0.45161290322580644,0.4057971014492754,31.0
nlin.SI,0.6521739130434783,0.3125,0.4225352112676056,48.0
nucl-ex,0.32,0.2962962962962963,0.3076923076923077,27.0
nucl-th,0.5153846153846153,0.5075757575757576,0.5114503816793893,132.0
physics.acc-ph,0.5714285714285714,0.5423728813559322,0.5565217391304348,59.0
physics.ao-ph,0.5,0.32608695652173914,0.39473684210526316,46.0
physics.app-ph,0.3103448275862069,0.18,0.22784810126582278,100.0
physics.atm-clus,1.0,0.1,0.18181818181818182,10.0
physics.atom-ph,0.4117647058823529,0.3888888888888889,0.4,72.0
physics.bio-ph,0.21052631578947367,0.15384615384615385,0.17777777777777778,52.0
physics.chem-ph,0.3815789473684211,0.2871287128712871,0.327683615819209,101.0
physics.class-ph,0.36363636363636365,0.23076923076923078,0.2823529411764706,52.0
physics.comp-ph,0.21621621621621623,0.10666666666666667,0.14285714285714285,75.0
physics.data-an,0.06666666666666667,0.037037037037037035,0.047619047619047616,27.0
