,Precision,Recall,F1,Support
astro-ph.CO,0.5118483412322274,0.4909090909090909,0.5011600928074246,220.0
astro-ph.EP,0.7074829931972789,0.6709677419354839,0.6887417218543046,155.0
astro-ph.GA,0.6136363636363636,0.4764705882352941,0.5364238410596026,170.0
astro-ph.HE,0.625,0.5506607929515418,0.585480093676815,227.0
astro-ph.IM,0.5169082125603864,0.5691489361702128,0.5417721518987342,188.0
astro-ph.SR,0.6147308781869688,0.775,0.6856240126382307,280.0
cond-mat.dis-nn,0.45454545454545453,0.15,0.22556390977443608,100.0
cond-mat.mes-hall,0.5462478184991274,0.577490774907749,0.5614349775784754,542.0
cond-mat.mtrl-sci,0.516260162601626,0.5990566037735849,0.5545851528384279,424.0
cond-mat.other,0.25,0.029411764705882353,0.05263157894736842,68.0
cond-mat.quant-gas,0.5403726708074534,0.6083916083916084,0.5723684210526315,143.0
cond-mat.soft,0.49224806201550386,0.5358649789029536,0.5131313131313131,237.0
cond-mat.stat-mech,0.3830409356725146,0.447098976109215,0.4125984251968504,293.0
cond-mat.str-el,0.5477941176470589,0.5137931034482759,0.5302491103202847,290.0
cond-mat.supr-con,0.6308724832214765,0.5497076023391813,0.5875,171.0
cs.AI,0.38362068965517243,0.2966666666666667,0.33458646616541354,300.0
cs.AR,0.36363636363636365,0.42105263157894735,0.3902439024390244,38.0
cs.CC,0.3939393939393939,0.3333333333333333,0.3611111111111111,39.0
cs.CE,0.07142857142857142,0.0196078431372549,0.03076923076923077,51.0
cs.CG,0.3,0.25,0.2727272727272727,24.0
cs.CL,0.7195431472081218,0.760053619302949,0.7392438070404173,746.0
cs.CR,0.6533864541832669,0.5963636363636363,0.623574144486692,275.0
cs.CV,0.7026647966339411,0.8041733547351525,0.75,1246.0
cs.CY,0.3548387096774194,0.3900709219858156,0.3716216216216216,141.0
cs.DB,0.43478260869565216,0.410958904109589,0.4225352112676056,73.0
cs.DC,0.536144578313253,0.5460122699386503,0.541033434650456,163.0
cs.DL,0.5098039215686274,0.5,0.5048543689320388,52.0
cs.DM,0.0,0.0,0.0,37.0
cs.DS,0.3333333333333333,0.4,0.36363636363636365,65.0
cs.ET,0.4375,0.2,0.27450980392156865,35.0
cs.FL,0.7272727272727273,0.3076923076923077,0.43243243243243246,26.0
cs.GL,0.0,0.0,0.0,5.0
cs.GR,0.4166666666666667,0.2777777777777778,0.3333333333333333,36.0
cs.GT,0.5783132530120482,0.676056338028169,0.6233766233766234,71.0
cs.HC,0.4936708860759494,0.5306122448979592,0.5114754098360655,147.0
cs.IR,0.48214285714285715,0.39705882352941174,0.43548387096774194,136.0
cs.IT,0.693069306930693,0.639269406392694,0.665083135391924,438.0
cs.LG,0.503982621288921,0.6444444444444445,0.5656237301909792,1080.0
cs.LO,0.45806451612903226,0.5916666666666667,0.5163636363636364,120.0
cs.MA,0.3333333333333333,0.15625,0.2127659574468085,32.0
cs.MM,0.5,0.13157894736842105,0.20833333333333334,38.0
cs.MS,1.0,0.1,0.18181818181818182,10.0
cs.NA,0.0,0.0,0.0,11.0
cs.NE,0.4406779661016949,0.34210526315789475,0.3851851851851852,76.0
cs.NI,0.5321100917431193,0.6041666666666666,0.5658536585365853,192.0
cs.OH,0.0,0.0,0.0,27.0
cs.OS,0.0,0.0,0.0,6.0
cs.PF,0.125,0.05555555555555555,0.07692307692307693,18.0
cs.PL,0.5277777777777778,0.3958333333333333,0.4523809523809524,48.0
cs.RO,0.6436781609195402,0.6666666666666666,0.6549707602339181,336.0
cs.SC,0.0,0.0,0.0,11.0
cs.SD,0.40540540540540543,0.32608695652173914,0.3614457831325301,92.0
cs.SE,0.5380710659898477,0.5988700564971752,0.5668449197860963,177.0
cs.SI,0.4491525423728814,0.4108527131782946,0.4291497975708502,129.0
cs.SY,0.3888888888888889,0.11666666666666667,0.1794871794871795,60.0
econ.EM,0.17391304347826086,0.10256410256410256,0.12903225806451613,39.0
econ.GN,0.35714285714285715,0.38461538461538464,0.37037037037037035,39.0
econ.TH,0.13333333333333333,0.125,0.12903225806451613,16.0
eess.AS,0.5081967213114754,0.3974358974358974,0.4460431654676259,78.0
eess.IV,0.5625,0.3444976076555024,0.42729970326409494,209.0
eess.SP,0.3446327683615819,0.3096446700507614,0.32620320855614976,197.0
eess.SY,0.44387755102040816,0.43283582089552236,0.43828715365239296,201.0
gr-qc,0.6611226611226612,0.6853448275862069,0.6730158730158731,464.0
hep-ex,0.6268656716417911,0.5454545454545454,0.5833333333333334,77.0
hep-lat,0.524390243902439,0.5512820512820513,0.5375,78.0
hep-ph,0.6086956521739131,0.6428571428571429,0.6253101736972705,392.0
hep-th,0.5300261096605744,0.5576923076923077,0.5435073627844712,364.0
math-ph,0.2275449101796407,0.18009478672985782,0.20105820105820105,211.0
math.AC,0.574468085106383,0.48214285714285715,0.5242718446601942,56.0
math.AG,0.5511551155115512,0.6498054474708171,0.5964285714285714,257.0
math.AP,0.5098591549295775,0.6654411764705882,0.5773524720893142,272.0
math.AT,0.35555555555555557,0.22857142857142856,0.2782608695652174,70.0
math.CA,0.4262295081967213,0.27956989247311825,0.33766233766233766,93.0
math.CO,0.5098039215686274,0.6753246753246753,0.5810055865921788,231.0
math.CT,0.4878048780487805,0.5263157894736842,0.5063291139240507,38.0
math.CV,0.28205128205128205,0.1746031746031746,0.21568627450980393,63.0
math.DG,0.5633187772925764,0.6972972972972973,0.6231884057971014,185.0
math.DS,0.4942528735632184,0.4075829383886256,0.44675324675324674,211.0
math.FA,0.5192307692307693,0.4954128440366973,0.5070422535211268,109.0
math.GM,0.0,0.0,0.0,25.0
math.GN,0.3,0.1875,0.23076923076923078,16.0
math.GR,0.5340909090909091,0.5949367088607594,0.562874251497006,79.0
math.GT,0.5609756097560976,0.5267175572519084,0.5433070866141733,131.0
math.HO,0.3333333333333333,0.4074074074074074,0.36666666666666664,27.0
math.KT,0.6666666666666666,0.1,0.17391304347826086,20.0
math.LO,0.3472222222222222,0.4098360655737705,0.37593984962406013,61.0
math.MG,0.35555555555555557,0.32,0.3368421052631579,50.0
math.NA,0.5329153605015674,0.6273062730627307,0.576271186440678,271.0
math.NT,0.5297029702970297,0.5691489361702128,0.5487179487179488,188.0
math.OA,0.5161290322580645,0.3902439024390244,0.4444444444444444,41.0
math.OC,0.46632124352331605,0.5294117647058824,0.49586776859504134,340.0
math.PR,0.46886446886446886,0.5423728813559322,0.5029469548133595,236.0
math.QA,0.30612244897959184,0.3,0.30303030303030304,50.0
math.RA,0.38235294117647056,0.3132530120481928,0.3443708609271523,83.0
math.RT,0.46987951807228917,0.39,0.4262295081967213,100.0
math.SG,0.3125,0.1388888888888889,0.19230769230769232,36.0
math.SP,0.391304347826087,0.2903225806451613,0.3333333333333333,31.0
math.ST,0.4186046511627907,0.432,0.4251968503937008,125.0
nlin.AO,0.25,0.16,0.1951219512195122,25.0
nlin.CD,0.40625,0.2549019607843137,0.3132530120481928,51.0
nlin.CG,0.3333333333333333,0.14285714285714285,0.2,7.0
nlin.PS,0.3888888888888889,0.45161290322580644,0.417910447761194,31.0
nlin.SI,0.7272727272727273,0.3333333333333333,0.45714285714285713,48.0
nucl-ex,0.3333333333333333,0.2222222222222222,0.26666666666666666,27.0
nucl-th,0.5447154471544715,0.5075757575757576,0.5254901960784314,132.0
physics.acc-ph,0.6538461538461539,0.576271186440678,0.6126126126126126,59.0
physics.ao-ph,0.5833333333333334,0.45652173913043476,0.5121951219512195,46.0
physics.app-ph,0.23076923076923078,0.12,0.15789473684210525,100.0
physics.atm-clus,0.0,0.0,0.0,10.0
physics.atom-ph,0.43283582089552236,0.4027777777777778,0.4172661870503597,72.0
physics.bio-ph,0.26666666666666666,0.23076923076923078,0.24742268041237114,52.0
physics.chem-ph,0.43373493975903615,0.3564356435643564,0.391304347826087,101.0
physics.class-ph,0.3333333333333333,0.19230769230769232,0.24390243902439024,52.0
physics.comp-ph,0.18,0.12,0.144,75.0
physics.data-an,0.10526315789473684,0.07407407407407407,0.08695652173913043,27.0
physics.ed-ph,0.45714285714285713,0.5161290322580645,0.48484848484848486,31.0
physics.flu-dyn,0.5067264573991032,0.5947368421052631,0.5472154963680388,190.0
physics.gen-ph,0.22448979591836735,0.14285714285714285,0.1746031746031746,77.0
physics.geo-ph,0.5714285714285714,0.20512820512820512,0.3018867924528302,39.0
physics.hist-ph,0.40625,0.35135135135135137,0.37681159420289856,37.0
physics.ins-det,0.5775862068965517,0.5317460317460317,0.5537190082644629,126.0
physics.med-ph,0.288135593220339,0.3469387755102041,0.3148148148148148,49.0
physics.optics,0.5842105263157895,0.6288951841359773,0.6057298772169167,353.0
physics.plasm-ph,0.5545454545454546,0.5446428571428571,0.5495495495495496,112.0
physics.pop-ph,0.0,0.0,0.0,16.0
physics.soc-ph,0.35947712418300654,0.3741496598639456,0.36666666666666664,147.0
physics.space-ph,0.14285714285714285,0.05263157894736842,0.07692307692307693,19.0
q-bio.BM,0.41935483870967744,0.38235294117647056,0.4,34.0
q-bio.CB,0.0,0.0,0.0,8.0
q-bio.GN,0.6153846153846154,0.3333333333333333,0.43243243243243246,24.0
q-bio.MN,0.4090909090909091,0.4090909090909091,0.4090909090909091,22.0
q-bio.NC,0.5135135135135135,0.5507246376811594,0.5314685314685315,69.0
q-bio.OT,0.0,0.0,0.0,9.0
q-bio.PE,0.4659090909090909,0.5125,0.4880952380952381,80.0
q-bio.QM,0.21951219512195122,0.13846153846153847,0.16981132075471697,65.0
q-bio.SC,0.0,0.0,0.0,15.0
q-bio.TO,0.5,0.2777777777777778,0.35714285714285715,18.0
q-fin.CP,0.2631578947368421,0.29411764705882354,0.2777777777777778,17.0
q-fin.EC,0.0,0.0,0.0,1.0
q-fin.GN,0.09090909090909091,0.09090909090909091,0.09090909090909091,11.0
q-fin.MF,0.1,0.0625,0.07692307692307693,16.0
q-fin.PM,0.6,0.47368421052631576,0.5294117647058824,19.0
q-fin.PR,0.25,0.16666666666666666,0.2,18.0
q-fin.RM,0.375,0.17647058823529413,0.24,17.0
q-fin.ST,0.5625,0.36,0.43902439024390244,25.0
q-fin.TR,0.42857142857142855,0.2,0.2727272727272727,15.0
quant-ph,0.6490335707019329,0.747072599531616,0.6946107784431138,854.0
stat.AP,0.34831460674157305,0.2767857142857143,0.30845771144278605,112.0
stat.CO,0.26666666666666666,0.20512820512820512,0.2318840579710145,39.0
stat.ME,0.4921135646687697,0.631578947368421,0.5531914893617021,247.0
stat.ML,0.27058823529411763,0.13218390804597702,0.1776061776061776,174.0
stat.OT,0.0,0.0,0.0,5.0
Accuracy,0.53445,0.53445,0.53445,0.53445
Macro Average,0.4076805800672797,0.3576606267358064,0.3691942027210432,20000.0
Weighted Average,0.5205822530787356,0.53445,0.5214560674532704,20000.0
