,Precision,Recall,F1,Support
astro-ph.CO,0.4339622641509434,0.41818181818181815,0.42592592592592593,220.0
astro-ph.EP,0.6024096385542169,0.6451612903225806,0.6230529595015576,155.0
astro-ph.GA,0.4896551724137931,0.4176470588235294,0.4507936507936508,170.0
astro-ph.HE,0.5806451612903226,0.47577092511013214,0.5230024213075061,227.0
astro-ph.IM,0.4413145539906103,0.5,0.4688279301745636,188.0
astro-ph.SR,0.5260273972602739,0.6857142857142857,0.5953488372093023,280.0
cond-mat.dis-nn,0.35294117647058826,0.12,0.1791044776119403,100.0
cond-mat.mes-hall,0.4875207986688852,0.540590405904059,0.5126859142607174,542.0
cond-mat.mtrl-sci,0.45454545454545453,0.5778301886792453,0.5088265835929388,424.0
cond-mat.other,0.0,0.0,0.0,68.0
cond-mat.quant-gas,0.5064102564102564,0.5524475524475524,0.5284280936454849,143.0
cond-mat.soft,0.4,0.4641350210970464,0.4296875,237.0
cond-mat.stat-mech,0.3154929577464789,0.3822525597269625,0.345679012345679,293.0
cond-mat.str-el,0.4345991561181435,0.35517241379310344,0.3908918406072106,290.0
cond-mat.supr-con,0.474025974025974,0.4269005847953216,0.4492307692307692,171.0
cs.AI,0.3756906077348066,0.22666666666666666,0.28274428274428276,300.0
cs.AR,0.35135135135135137,0.34210526315789475,0.3466666666666667,38.0
cs.CC,0.3333333333333333,0.2564102564102564,0.2898550724637681,39.0
cs.CE,0.17647058823529413,0.058823529411764705,0.08823529411764706,51.0
cs.CG,0.2222222222222222,0.08333333333333333,0.12121212121212122,24.0
cs.CL,0.6683544303797468,0.707774798927614,0.6875,746.0
cs.CR,0.6052631578947368,0.5854545454545454,0.5951940850277264,275.0
cs.CV,0.638671875,0.7873194221508828,0.7052480230050323,1246.0
cs.CY,0.3391812865497076,0.41134751773049644,0.3717948717948718,141.0
cs.DB,0.38028169014084506,0.3698630136986301,0.375,73.0
cs.DC,0.45222929936305734,0.43558282208588955,0.44375,163.0
cs.DL,0.48,0.46153846153846156,0.47058823529411764,52.0
cs.DM,0.0,0.0,0.0,37.0
cs.DS,0.36619718309859156,0.4,0.38235294117647056,65.0
cs.ET,0.6666666666666666,0.22857142857142856,0.3404255319148936,35.0
cs.FL,0.5454545454545454,0.23076923076923078,0.32432432432432434,26.0
cs.GL,0.0,0.0,0.0,5.0
cs.GR,0.25,0.1111111111111111,0.15384615384615385,36.0
cs.GT,0.45569620253164556,0.5070422535211268,0.48,71.0
cs.HC,0.4866666666666667,0.4965986394557823,0.49158249158249157,147.0
cs.IR,0.43636363636363634,0.35294117647058826,0.3902439024390244,136.0
cs.IT,0.6415525114155252,0.6415525114155252,0.6415525114155252,438.0
cs.LG,0.4662295081967213,0.6583333333333333,0.545873320537428,1080.0
cs.LO,0.4129032258064516,0.5333333333333333,0.46545454545454545,120.0
cs.MA,0.4444444444444444,0.125,0.1951219512195122,32.0
cs.MM,0.5,0.02631578947368421,0.05,38.0
cs.MS,0.14285714285714285,0.1,0.11764705882352941,10.0
cs.NA,0.0,0.0,0.0,11.0
cs.NE,0.3541666666666667,0.2236842105263158,0.27419354838709675,76.0
cs.NI,0.4794520547945205,0.546875,0.5109489051094891,192.0
cs.OH,0.0,0.0,0.0,27.0
cs.OS,0.0,0.0,0.0,6.0
cs.PF,0.0,0.0,0.0,18.0
cs.PL,0.3684210526315789,0.2916666666666667,0.32558139534883723,48.0
cs.RO,0.6441176470588236,0.6517857142857143,0.6479289940828402,336.0
cs.SC,0.0,0.0,0.0,11.0
cs.SD,0.32,0.17391304347826086,0.22535211267605634,92.0
cs.SE,0.4945054945054945,0.5084745762711864,0.5013927576601671,177.0
cs.SI,0.375,0.32558139534883723,0.34854771784232363,129.0
cs.SY,0.25,0.016666666666666666,0.03125,60.0
econ.EM,0.16666666666666666,0.02564102564102564,0.044444444444444446,39.0
econ.GN,0.2727272727272727,0.3076923076923077,0.2891566265060241,39.0
econ.TH,0.15384615384615385,0.125,0.13793103448275862,16.0
eess.AS,0.38181818181818183,0.2692307692307692,0.3157894736842105,78.0
eess.IV,0.48484848484848486,0.22966507177033493,0.3116883116883117,209.0
eess.SP,0.3181818181818182,0.24873096446700507,0.2792022792022792,197.0
eess.SY,0.43,0.42786069651741293,0.428927680798005,201.0
gr-qc,0.6016771488469602,0.6185344827586207,0.6099893730074389,464.0
hep-ex,0.6527777777777778,0.6103896103896104,0.6308724832214765,77.0
hep-lat,0.4782608695652174,0.4230769230769231,0.4489795918367347,78.0
hep-ph,0.5522041763341067,0.6071428571428571,0.5783718104495748,392.0
hep-th,0.44028103044496486,0.5164835164835165,0.47534766118836913,364.0
math-ph,0.22424242424242424,0.17535545023696683,0.19680851063829788,211.0
math.AC,0.45,0.32142857142857145,0.375,56.0
math.AG,0.4578313253012048,0.5914396887159533,0.5161290322580645,257.0
math.AP,0.47863247863247865,0.6176470588235294,0.5393258426966292,272.0
math.AT,0.24242424242424243,0.11428571428571428,0.1553398058252427,70.0
math.CA,0.38461538461538464,0.3225806451612903,0.3508771929824561,93.0
math.CO,0.4471299093655589,0.6406926406926406,0.5266903914590747,231.0
math.CT,0.4090909090909091,0.47368421052631576,0.43902439024390244,38.0
math.CV,0.28125,0.14285714285714285,0.18947368421052632,63.0
math.DG,0.4603174603174603,0.6270270270270271,0.5308924485125858,185.0
math.DS,0.45161290322580644,0.3981042654028436,0.42317380352644834,211.0
math.FA,0.4074074074074074,0.4036697247706422,0.4055299539170507,109.0
math.GM,0.0,0.0,0.0,25.0
math.GN,0.25,0.0625,0.1,16.0
math.GR,0.5647058823529412,0.6075949367088608,0.5853658536585366,79.0
math.GT,0.488,0.46564885496183206,0.4765625,131.0
math.HO,0.10256410256410256,0.14814814814814814,0.12121212121212122,27.0
math.KT,1.0,0.05,0.09523809523809523,20.0
math.LO,0.3114754098360656,0.3114754098360656,0.3114754098360656,61.0
math.MG,0.4,0.24,0.3,50.0
math.NA,0.5107033639143731,0.6162361623616236,0.5585284280936454,271.0
math.NT,0.47342995169082125,0.5212765957446809,0.4962025316455696,188.0
math.OA,0.46153846153846156,0.2926829268292683,0.3582089552238806,41.0
math.OC,0.44472361809045224,0.5205882352941177,0.4796747967479675,340.0
math.PR,0.4774436090225564,0.538135593220339,0.5059760956175299,236.0
math.QA,0.26229508196721313,0.32,0.2882882882882883,50.0
math.RA,0.3114754098360656,0.2289156626506024,0.2638888888888889,83.0
math.RT,0.43902439024390244,0.36,0.3956043956043956,100.0
math.SG,0.0,0.0,0.0,36.0
math.SP,0.35294117647058826,0.1935483870967742,0.25,31.0
math.ST,0.4166666666666667,0.4,0.40816326530612246,125.0
nlin.AO,0.23076923076923078,0.12,0.15789473684210525,25.0
nlin.CD,0.3888888888888889,0.13725490196078433,0.2028985507246377,51.0
nlin.CG,0.0,0.0,0.0,7.0
nlin.PS,0.375,0.3870967741935484,0.38095238095238093,31.0
nlin.SI,0.6470588235294118,0.22916666666666666,0.3384615384615385,48.0
nucl-ex,0.42105263157894735,0.2962962962962963,0.34782608695652173,27.0
nucl-th,0.4375,0.3712121212121212,0.4016393442622951,132.0
physics.acc-ph,0.6086956521739131,0.4745762711864407,0.5333333333333333,59.0
physics.ao-ph,0.3548387096774194,0.2391304347826087,0.2857142857142857,46.0
physics.app-ph,0.2564102564102564,0.1,0.14388489208633093,100.0
physics.atm-clus,0.0,0.0,0.0,10.0
physics.atom-ph,0.3387096774193548,0.2916666666666667,0.31343283582089554,72.0
physics.bio-ph,0.15,0.11538461538461539,0.13043478260869565,52.0
physics.chem-ph,0.375,0.2376237623762376,0.2909090909090909,101.0
physics.class-ph,0.5,0.23076923076923078,0.3157894736842105,52.0
physics.comp-ph,0.11428571428571428,0.05333333333333334,0.07272727272727272,75.0
physics.data-an,0.16666666666666666,0.037037037037037035,0.06060606060606061,27.0
physics.ed-ph,0.46153846153846156,0.3870967741935484,0.42105263157894735,31.0
physics.flu-dyn,0.4088888888888889,0.4842105263157895,0.4433734939759036,190.0
physics.gen-ph,0.3103448275862069,0.11688311688311688,0.16981132075471697,77.0
physics.geo-ph,0.125,0.02564102564102564,0.0425531914893617,39.0
physics.hist-ph,0.3142857142857143,0.2972972972972973,0.3055555555555556,37.0
physics.ins-det,0.5130434782608696,0.46825396825396826,0.4896265560165975,126.0
physics.med-ph,0.25,0.32653061224489793,0.2831858407079646,49.0
physics.optics,0.5549872122762148,0.6147308781869688,0.5833333333333334,353.0
physics.plasm-ph,0.47474747474747475,0.41964285714285715,0.44549763033175355,112.0
physics.pop-ph,0.0,0.0,0.0,16.0
physics.soc-ph,0.3111111111111111,0.38095238095238093,0.3425076452599388,147.0
physics.space-ph,0.0,0.0,0.0,19.0
q-bio.BM,0.3157894736842105,0.17647058823529413,0.22641509433962265,34.0
q-bio.CB,0.0,0.0,0.0,8.0
q-bio.GN,0.2,0.041666666666666664,0.06896551724137931,24.0
q-bio.MN,0.08333333333333333,0.045454545454545456,0.058823529411764705,22.0
q-bio.NC,0.43243243243243246,0.463768115942029,0.44755244755244755,69.0
q-bio.OT,0.0,0.0,0.0,9.0
q-bio.PE,0.43478260869565216,0.375,0.40268456375838924,80.0
q-bio.QM,0.1875,0.09230769230769231,0.12371134020618557,65.0
q-bio.SC,0.0,0.0,0.0,15.0
q-bio.TO,0.5,0.2222222222222222,0.3076923076923077,18.0
q-fin.CP,0.0,0.0,0.0,17.0
q-fin.EC,0.0,0.0,0.0,1.0
q-fin.GN,0.0,0.0,0.0,11.0
q-fin.MF,0.14285714285714285,0.125,0.13333333333333333,16.0
q-fin.PM,0.6666666666666666,0.3157894736842105,0.42857142857142855,19.0
q-fin.PR,0.25,0.1111111111111111,0.15384615384615385,18.0
q-fin.RM,0.2,0.058823529411764705,0.09090909090909091,17.0
q-fin.ST,0.5,0.24,0.32432432432432434,25.0
q-fin.TR,0.3333333333333333,0.06666666666666667,0.1111111111111111,15.0
quant-ph,0.6242362525458248,0.7177985948477752,0.6677559912854031,854.0
stat.AP,0.3125,0.22321428571428573,0.2604166666666667,112.0
stat.CO,0.25925925925925924,0.1794871794871795,0.21212121212121213,39.0
stat.ME,0.4380165289256198,0.6437246963562753,0.521311475409836,247.0
